target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy,evidence_level,result_type
contextual_outcome_history,15,solvability,False,-0.3392129794160696,0.1697880176266693,2.412514325805489,,2,information_access_loto
contextual_outcome_history,16,bandit,False,0.0064804377978628,0.1783521951124878,2.508986787156977,1.0,2,information_access_loto
contextual_outcome_history,16,debugging,False,-0.001602210864714,0.1064693550525368,2.736614625989103,1.0,2,information_access_loto
contextual_outcome_history,16,foraging,False,0.0228987577792151,0.6020388950075609,2.9320709817103845,1.0,2,information_access_loto
contextual_outcome_history,16,solvability,False,-0.4257749881947896,0.2372685453132853,2.568450752243216,,2,information_access_loto
contextual_outcome_history,17,bandit,False,0.089240048470694,0.3015820780495507,2.299989624355121,1.0,2,information_access_loto
contextual_outcome_history,17,debugging,False,0.0177106846172255,0.224154963066883,2.683847218257,1.0,2,information_access_loto
contextual_outcome_history,17,foraging,False,0.1111380313983675,0.648120939145222,2.6672838722007453,1.0,2,information_access_loto
contextual_outcome_history,17,solvability,False,-1.0531943727700104,0.4148899641691634,3.698710297842734,,2,information_access_loto
contextual_outcome_history,18,bandit,False,0.0881917656349174,0.2979008873744401,2.3026369076943007,1.0,2,information_access_loto
contextual_outcome_history,18,debugging,False,0.0126121009867287,0.1956537979476154,2.6977777571313104,1.0,2,information_access_loto
contextual_outcome_history,18,foraging,False,0.0924828538211601,0.5990997608607569,2.7232640536489483,1.0,2,information_access_loto
contextual_outcome_history,18,solvability,False,-1.0001540264308142,0.3667307402811547,3.603161197471268,,2,information_access_loto
contextual_outcome_history,19,bandit,False,0.0923095365352828,0.3236552690443172,2.2922380859955545,1.0,2,information_access_loto
contextual_outcome_history,19,debugging,False,0.0801991271343806,0.3099551416654464,2.5131139831535245,1.0,2,information_access_loto
contextual_outcome_history,19,foraging,False,0.2028230173909609,0.5276336241297368,2.392156919873463,1.0,2,information_access_loto
contextual_outcome_history,19,solvability,False,-0.9756750559689223,0.4643546160535844,3.5590637552959143,,2,information_access_loto
contextual_outcome_history,20,bandit,False,0.0771621381242466,0.2989617131272216,2.3304906015160896,1.0,2,information_access_loto
contextual_outcome_history,20,debugging,False,0.0661294911679312,0.2789081224774672,2.5515555632044378,1.0,2,information_access_loto
contextual_outcome_history,20,foraging,False,0.1847072596390225,0.5140592190219995,2.446518418274006,1.0,2,information_access_loto
contextual_outcome_history,20,solvability,False,-0.8996464703246294,0.4770960303086374,3.4221026782627737,,2,information_access_loto
contextual_outcome_history,21,bandit,False,0.0711294053393341,0.2889235434464574,2.34572537637472,1.0,2,information_access_loto
contextual_outcome_history,21,debugging,False,0.0546264941419541,0.2559466680744639,2.5829844773607085,1.0,2,information_access_loto
contextual_outcome_history,21,foraging,False,0.1702871248060755,0.5200555959950837,2.489790145981503,1.0,2,information_access_loto
contextual_outcome_history,21,solvability,False,-0.8681617552652379,0.481894866439666,3.3653847944816557,,2,information_access_loto
contextual_outcome_history,22,bandit,False,0.0552336172161791,0.2823929490702995,2.385867839482384,1.0,2,information_access_loto
contextual_outcome_history,22,debugging,False,0.0646034011868268,0.276637756892926,2.5557252027255606,1.0,2,information_access_loto
contextual_outcome_history,22,foraging,False,0.1817816510537694,0.5384289237049258,2.4552975413228797,1.0,2,information_access_loto
contextual_outcome_history,22,solvability,False,-0.6611547665623898,0.5136243521744158,2.992473738911368,,2,information_access_loto
contextual_outcome_history,23,bandit,False,0.0546636507391692,0.2679652473988663,2.3873072055646896,1.0,2,information_access_loto
contextual_outcome_history,23,debugging,False,0.0427594284948216,0.2198009851640102,2.6154081132764864,1.0,2,information_access_loto
contextual_outcome_history,23,foraging,False,0.1380035901893289,0.5200869882533243,2.586666100024571,1.0,2,information_access_loto
contextual_outcome_history,23,solvability,False,-0.61214110065664,0.5180975264160939,2.904178469245281,,2,information_access_loto
contextual_outcome_history,24,bandit,False,0.0504247457338465,0.2595104525563096,2.398011933538837,1.0,2,information_access_loto
contextual_outcome_history,24,debugging,False,0.040309514117761,0.2104792999349178,2.622101859999446,1.0,2,information_access_loto
contextual_outcome_history,24,foraging,False,0.1256841684497154,0.5201020946607238,2.6236340388965704,1.0,2,information_access_loto
contextual_outcome_history,24,solvability,False,-0.630544211512682,0.5067788438947565,2.9373306035674456,,2,information_access_loto
contextual_outcome_history,25,bandit,False,0.0437394853875273,0.2560599526818591,2.414894570293811,1.0,2,information_access_loto
contextual_outcome_history,25,debugging,False,0.0426494079734274,0.212085135142923,2.615708715416478,1.0,2,information_access_loto
contextual_outcome_history,25,foraging,False,0.1220760848873179,0.5166983054538379,2.6344611227807824,1.0,2,information_access_loto
contextual_outcome_history,25,solvability,False,-0.6125298752250403,0.5031661780841776,2.90487882402842,,2,information_access_loto
contextual_outcome_history,26,bandit,False,0.0329488915390216,0.2694145467632294,2.4421446199369905,1.0,2,information_access_loto
