target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2,evidence_level,result_type,mechanistic_claim_permitted
contextual_outcome_history,23,transfer,-0.1076226984792896,0.2496958142558451,1.9243713694190452,,-0.1076226984792896,2,information_access,False
contextual_outcome_history,24,validation,0.0971241529505543,0.3134315654165407,2.3091849523111034,1.0,-0.1573147729785469,2,information_access,False
contextual_outcome_history,24,test,0.0482883887135469,0.2551676304392739,2.465208202327702,1.0,-0.0126982645776691,2,information_access,False
contextual_outcome_history,24,transfer,-0.1138011922658879,0.2407438873178564,1.93510581587395,,-0.1138011922658876,2,information_access,False
contextual_outcome_history,25,validation,0.0951401700236991,0.3103192667215339,2.3142591643805788,1.0,-0.1562112166906976,2,information_access,False
contextual_outcome_history,25,test,0.0481841787560254,0.2543030745485259,2.4654781362436062,1.0,-0.0114450022705372,2,information_access,False
contextual_outcome_history,25,transfer,-0.1176285374916794,0.2381857414732787,1.9417554029431825,,-0.117628537491679,2,information_access,False
contextual_outcome_history,26,validation,0.1232396741730574,0.351926681783632,2.242392193565988,1.0,-0.1419019054278293,2,information_access,False
contextual_outcome_history,26,test,0.0644779753957706,0.2822855699040423,2.423272492593779,1.0,0.0018915021180672,2,information_access,False
contextual_outcome_history,26,transfer,-0.1317747996080414,0.2419771302147374,1.9663329615634595,,-0.1317747996080414,2,information_access,False
contextual_outcome_history,27,validation,0.0700992737541974,0.2682539947566134,2.3783034746219958,1.0,-0.1104358189083475,2,information_access,False
contextual_outcome_history,27,test,0.0351796044757999,0.2248108551820259,2.4991637431051816,1.0,-0.0111938576305627,2,information_access,False
contextual_outcome_history,27,transfer,-0.1520057769120726,0.2122677403861333,2.0014820367428467,,-0.1520057769120724,2,information_access,False
contextual_outcome_history,28,validation,0.0774762885312203,0.2816504829246058,2.3594361059004294,1.0,-0.0854736549522888,2,information_access,False
contextual_outcome_history,28,test,0.0436726601238928,0.2419426011128442,2.4771642737299966,1.0,0.0029237675717489,2,information_access,False
contextual_outcome_history,28,transfer,-0.1397509061374555,0.2232435469824169,1.9801905604242576,,-0.1397509061374552,2,information_access,False
contextual_outcome_history,29,validation,0.0666936359536191,0.2620018891254349,2.3870136949560727,1.0,-0.0848437401258974,2,information_access,False
contextual_outcome_history,29,test,0.0361306790150207,0.2268370809097439,2.4967001851036743,1.0,-0.0026175711486764,2,information_access,False
contextual_outcome_history,29,transfer,-0.1489466898796907,0.2227162033827703,1.996167212922642,,-0.1489466898796906,2,information_access,False
contextual_outcome_history,30,validation,0.0598519917730423,0.2484236622787852,2.4045118059560333,1.0,-0.0829206677403826,2,information_access,False
contextual_outcome_history,30,test,0.0285505621180517,0.2105848039601638,2.516334879193149,1.0,-0.0107308941252804,2,information_access,False
contextual_outcome_history,30,transfer,-0.1589845183881,0.2108560864665911,2.0136068246417245,,-0.1589845183880995,2,information_access,False
contextual_outcome_history,31,validation,0.0587137101118209,0.2481307733355761,2.4074230621294865,1.0,-0.0224192404652605,2,information_access,False
contextual_outcome_history,31,test,0.024130000398405,0.1957532211668357,2.5277854119815832,1.0,-0.0072615063443818,2,information_access,False
contextual_outcome_history,31,transfer,-0.164696906122316,0.2536771035055134,2.0235314636201767,,-0.1646969061223158,2,information_access,False
outcome_history,0,validation,-0.0053628100566642,0.0716810368918434,3.0460234988138564,1.0,-0.4613782655598104,2,information_access,False
outcome_history,0,test,0.0162370640751419,0.1725704524593281,2.886001862374992,1.0,-0.11482419038379,2,information_access,False
outcome_history,0,transfer,-0.2224891504385455,0.5247975946714887,2.123939066759146,1.0,-0.2224891504385452,2,information_access,False
outcome_history,1,validation,-0.0062330187830996,-0.0175928875959608,3.048660035796406,1.0,-0.1982947163080458,2,information_access,False
outcome_history,1,test,-0.0063668221882329,0.0634068859524052,2.9523134253245384,1.0,-0.0758887380958593,2,information_access,False
outcome_history,1,transfer,-0.2514970037790009,0.5971412737716231,2.1743369888433715,1.0,-0.2514970037790009,2,information_access,False
outcome_history,2,validation,0.0086873700038769,0.1167820147277722,3.0034546090569707,0.0,-0.2356514499938802,2,information_access,False
outcome_history,2,test,-0.0049187013187266,0.0601920993729456,2.94806516654824,0.0,-0.0965378135102631,2,information_access,False
outcome_history,2,transfer,-0.4752496535279165,-0.7181999972844914,2.5630823563765843,0.0,-0.4752496535279162,2,information_access,False
outcome_history,3,validation,0.03387602349078,0.2036787901886542,2.927138646643101,1.0,-0.3364479265737728,2,information_access,False
outcome_history,3,test,0.0352035930009956,0.2103663589370563,2.8303609799998664,1.0,-0.0662631351961279,2,information_access,False
outcome_history,3,transfer,-0.1383597466053412,0.6403778997459212,1.9777735753104904,1.0,-0.1383597466053408,2,information_access,False
outcome_history,4,validation,0.1940597771557057,0.443807227384959,2.4418178520892693,1.0,0.0244244950146867,2,information_access,False
outcome_history,4,test,0.2483019773028646,0.5028893385509494,2.205207996993734,1.0,0.2122058406266266,2,information_access,False
outcome_history,4,transfer,0.2580434465619835,0.5234877896089052,1.2890670719815045,1.0,0.2580434465619837,2,information_access,False
outcome_history,5,validation,0.1882760035898936,0.4349043741199534,2.459341386893873,1.0,0.144126793149559,2,information_access,False
outcome_history,5,test,0.2397267321174281,0.4932133727240045,2.2303646406034323,1.0,0.2150507093706871,2,information_access,False
outcome_history,5,transfer,0.0983849750704958,0.3265748928208284,1.5664559263677988,1.0,0.098384975070496,2,information_access,False
outcome_history,6,validation,0.1763981907592922,0.4212476030691582,2.4953284918818577,1.0,0.029380146479369,2,information_access,False
outcome_history,6,test,0.2312929378662896,0.4833419686018589,2.2551063187322087,1.0,0.1789454804953451,2,information_access,False
outcome_history,6,transfer,0.0970435566908288,0.3974838837222159,1.5687864917559835,1.0,0.0970435566908288,2,information_access,False
outcome_history,7,validation,0.1030513489737559,0.3249747976026122,2.7175529479764027,1.0,-0.4776388121699725,2,information_access,False
outcome_history,7,test,0.1208239403204225,0.3591589417774755,2.5791820904549425,1.0,-0.0482815801192344,2,information_access,False
outcome_history,7,transfer,-0.0541748352166295,0.2758205358254085,1.8315116456516471,1.0,-0.0541748352166293,2,information_access,False
outcome_history,8,validation,0.0540104718600791,0.240267303618106,2.8661357905049454,1.0,-0.5645796754260916,2,information_access,False
outcome_history,8,test,0.0640778866827306,0.2742000572172494,2.7456543273123386,1.0,-0.1116241641637764,2,information_access,False
outcome_history,8,transfer,-0.0568432892499475,0.3804736584238336,1.8361477880396444,1.0,-0.0568432892499473,2,information_access,False
outcome_history,9,validation,-0.00331866811784,0.0324498814657729,3.0398302078762103,1.0,-0.2998675616804914,2,information_access,False
outcome_history,9,test,-0.0045906498912573,0.0845463091005288,2.947102783238139,1.0,-0.1010012681525872,2,information_access,False
outcome_history,9,transfer,-0.2995130297286987,0.3714193714392004,2.257759498816977,1.0,-0.2995130297286987,2,information_access,False
outcome_history,10,validation,0.0082047850386597,0.1241926819456121,3.004916733107634,1.0,-0.474501771454059,2,information_access,False
outcome_history,10,test,0.0214174314705488,0.1885778307593349,2.870804552733644,1.0,-0.1110539708553988,2,information_access,False
outcome_history,10,transfer,-0.1730346602068058,0.3395371295797192,2.038017384924857,1.0,-0.1730346602068055,2,information_access,False
outcome_history,11,validation,0.0029682024458195,0.104790041766336,3.0207824021693046,1.0,-0.3234306937931248,2,information_access,False
outcome_history,11,test,0.0214583532936516,0.1920962337481209,2.870684503021083,1.0,-0.061994296338527,2,information_access,False
outcome_history,11,transfer,-0.2122449493134766,0.3435807019391079,2.106140905548908,1.0,-0.2122449493134766,2,information_access,False
outcome_history,12,validation,0.0168753499531393,0.1605897156861289,2.97864686892198,1.0,-0.0071013570990096,2,information_access,False
