state_id,episode_id,effect,direction
seed-52041-pa-0.35-pb-0.35:11,seed-52041-pa-0.35-pb-0.35,-0.07595372004026713,advantage
seed-52041-pa-0.35-pb-0.35:12,seed-52041-pa-0.35-pb-0.35,-0.035182893486830125,advantage
seed-52041-pa-0.35-pb-0.35:13,seed-52041-pa-0.35-pb-0.35,-0.035182893486830125,advantage
seed-52041-pa-0.35-pb-0.35:14,seed-52041-pa-0.35-pb-0.35,0.125,advantage
seed-52041-pa-0.35-pb-0.35:15,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:16,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:17,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:18,seed-52041-pa-0.35-pb-0.35,0.0418296721616187,advantage
seed-52041-pa-0.35-pb-0.35:19,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:2,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:20,seed-52041-pa-0.35-pb-0.35,0.05665961543832765,advantage
seed-52041-pa-0.35-pb-0.35:21,seed-52041-pa-0.35-pb-0.35,0.03842642510984717,advantage
seed-52041-pa-0.35-pb-0.35:22,seed-52041-pa-0.35-pb-0.35,-0.06834038456167235,advantage
seed-52041-pa-0.35-pb-0.35:23,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:24,seed-52041-pa-0.35-pb-0.35,0.06834038456167235,advantage
seed-52041-pa-0.35-pb-0.35:25,seed-52041-pa-0.35-pb-0.35,0.125,advantage
seed-52041-pa-0.35-pb-0.35:26,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:27,seed-52041-pa-0.35-pb-0.35,0.049046279959732875,advantage
seed-52041-pa-0.35-pb-0.35:28,seed-52041-pa-0.35-pb-0.35,-0.125,advantage
seed-52041-pa-0.35-pb-0.35:29,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:3,seed-52041-pa-0.35-pb-0.35,0.125,advantage
seed-52041-pa-0.35-pb-0.35:30,seed-52041-pa-0.35-pb-0.35,-0.032111551269910166,advantage
seed-52041-pa-0.35-pb-0.35:31,seed-52041-pa-0.35-pb-0.35,-0.07218384426099789,advantage
seed-52041-pa-0.35-pb-0.35:32,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:33,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:34,seed-52041-pa-0.35-pb-0.35,-0.125,advantage
seed-52041-pa-0.35-pb-0.35:35,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:36,seed-52041-pa-0.35-pb-0.35,-0.035182893486830125,advantage
seed-52041-pa-0.35-pb-0.35:37,seed-52041-pa-0.35-pb-0.35,0.125,advantage
seed-52041-pa-0.35-pb-0.35:38,seed-52041-pa-0.35-pb-0.35,-0.04537630590358788,advantage
seed-52041-pa-0.35-pb-0.35:39,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:4,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:40,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:41,seed-52041-pa-0.35-pb-0.35,-0.0418296721616187,advantage
seed-52041-pa-0.35-pb-0.35:42,seed-52041-pa-0.35-pb-0.35,0.012615719854824903,advantage
seed-52041-pa-0.35-pb-0.35:43,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:44,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:45,seed-52041-pa-0.35-pb-0.35,-0.11089426772859667,advantage
seed-52041-pa-0.35-pb-0.35:46,seed-52041-pa-0.35-pb-0.35,-0.07962369409641212,advantage
seed-52041-pa-0.35-pb-0.35:47,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:48,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:49,seed-52041-pa-0.35-pb-0.35,-0.03842642510984717,advantage
seed-52041-pa-0.35-pb-0.35:5,seed-52041-pa-0.35-pb-0.35,-0.032111551269910166,advantage
seed-52041-pa-0.35-pb-0.35:50,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:51,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:52,seed-52041-pa-0.35-pb-0.35,0.05281615573900211,advantage
seed-52041-pa-0.35-pb-0.35:53,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:54,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:55,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:56,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:57,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:58,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:59,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:6,seed-52041-pa-0.35-pb-0.35,0.14074704656262682,advantage
seed-52041-pa-0.35-pb-0.35:60,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:61,seed-52041-pa-0.35-pb-0.35,0.0,advantage
seed-52041-pa-0.35-pb-0.35:62,seed-52041-pa-0.35-pb-0.35,-0.07962369409641212,advantage
seed-52041-pa-0.35-pb-0.35:63,seed-52041-pa-0.35-pb-0.35,0.0,advantage
