layer,random_index,split,r2,pearson_r,mse
8,45,validation,-0.0008969693376528198,0.009694370046492599,0.8993178552970995
8,46,validation,-0.0012500496773102387,-0.008018577828107169,0.8996351021901724
8,47,validation,-0.0008685495281424149,0.0075758423308786285,0.899292319759557
8,48,validation,0.0022297381965923346,0.07288969498123739,0.896508471314551
8,49,validation,0.006008331214759743,0.15382437468959723,0.8931133604557504
8,50,validation,-0.0001695694570007511,0.028495340706076178,0.8986642778354311
8,51,validation,-0.0013477368675880452,-0.03619333928084379,0.8997228752948395
8,52,validation,0.0005238467925867685,0.139281724152545,0.8980412350712794
8,53,validation,-0.0008421078555724826,0.023129656432450026,0.89926856160163
8,54,validation,0.0012367991589683491,0.056049329389482073,0.8974006388733635
8,55,validation,0.0021994186754076273,0.1030424937997597,0.8965357137656731
8,56,validation,0.0002053137467901145,0.05444144505043582,0.8983274408090954
8,57,validation,0.0020637761390168707,0.10861357395680028,0.8966575902011615
8,58,validation,0.004606775952006759,0.11630513558455083,0.8943726745625895
8,59,validation,0.00039335244446425666,0.044315267549694934,0.8981584857982544
8,60,validation,0.0007200014738759641,0.04792890796686819,0.8978649877524367
8,61,validation,-0.0008968480226383413,0.0060406845253279705,0.8993177462941133
8,62,validation,-0.0007923442297921302,0.01879574589072269,0.8992238483908006
8,63,validation,-0.0007668194004533113,0.014858886363142549,0.8992009140274436
8,64,validation,-0.00085941669347811,0.005955281681181509,0.8992841137987692
8,65,validation,-0.00030279378833864,0.04037631063693421,0.89878398148486
8,66,validation,-7.412285738683799e-05,0.04001965664370902,0.8985785179281781
8,67,validation,-0.0004956479041988704,0.045872568107167035,0.89895726320633
8,68,validation,-7.083179425593222e-05,0.054422250205265046,0.8985755608687334
8,69,validation,-0.0009297681619471199,-0.02453435977223219,0.8993473254316131
8,70,validation,0.0007112908069055734,0.07971840899875939,0.8978728143905205
8,71,validation,-0.0008443443612404788,0.012714577551533867,0.8992705711286267
8,72,validation,-0.0006836516687229732,0.01902248617955458,0.8991261868293193
8,73,validation,-0.0008186887820678113,0.007084087423293201,0.8992475192849857
8,74,validation,-0.0007823232616475106,0.012533116109388513,0.8992148444314961
8,75,validation,-0.0005061193894055904,0.03956212705277873,0.8989666719605836
8,76,validation,0.0007987517844343373,0.09769232354844548,0.8977942296598809
8,77,validation,0.0008867790953817067,0.07749533193980361,0.8977151360719152
8,78,validation,-0.00010735817246154689,0.026350946076601996,0.8986083802548599
8,79,validation,0.0021165576979780276,0.0841442565469929,0.8966101653414024
8,80,validation,-0.000945125704201244,-0.007946861117469972,0.8993611243663545
8,81,validation,-0.0004727092803438193,0.056644065704944645,0.8989366525794215
8,82,validation,9.404567059578817e-05,0.044792739655856326,0.898427416501611
8,83,validation,0.006642099068857821,0.12348262947852351,0.8925439124858151
8,84,validation,-0.00018563425338014028,0.03656610580987348,0.8986787122464328
8,85,validation,0.006707026733232535,0.11788112309320938,0.8924855742055887
8,86,validation,-0.0009090186521190091,0.006369515778326133,0.8993286817497471
8,87,validation,-0.0009981240120426893,-0.004506616842522372,0.8994087439775657
8,88,validation,-0.0009186678690151773,-0.003571680591315311,0.8993373516861244
8,89,validation,-0.0004847070125271191,0.030443550810151744,0.898947432684773
8,90,validation,0.0008183387662590302,0.07538746612565561,0.8977766305232804
8,91,validation,0.00469465781729228,0.12712374535974044,0.8942937116592844
8,92,validation,-0.0004565073538342901,0.022842446242176302,0.8989220949553636
8,93,validation,-0.000874957896084716,0.006423904142975543,0.899298077754526
8,94,validation,0.00042041083458665973,0.040469845271237995,0.8981341735122569
8,95,validation,0.002474762398452124,0.07896635522789383,0.8962883141490655
8,96,validation,0.0028361701032817432,0.07166687288507649,0.8959635850191429
8,97,validation,-0.0005284584433582484,0.03789600813810709,0.8989867438667893
8,98,validation,-0.0006462491424696903,0.03483123909388889,0.8990925802137302
8,99,validation,-0.00017799557255027132,0.052672075295933665,0.898671848800672
8,0,test,0.0007445316241941891,0.06610305976117603,1.0595183106727266
8,1,test,-0.0011194415978472705,0.020030924553908622,1.0614946959133964
8,2,test,-0.00036824063575546795,0.044059583643211914,1.0606981917165017
