paired_condition_id,semantic_hash,task_family,coverage_marginal,coverage_pairwise,coverage_task_factor,coverage_score,information_variance,information_score,prediction_dual_history,prediction_latent_context,disagreement_raw,disagreement_score,active_score,sampling_strategy
active_round2_candidates-3385047efdb3af7b,3385047efdb3af7b765bb44152184ffa2ffa1569a0cec8a990c1b100aa69ce67,bandit,0.011856469787004017,0.018899278549177025,0.028994201207366767,0.2804285714285714,0.0039516552919240545,0.5719285714285715,-1.0786921890934922,-1.2612241218486713,0.1825319327551791,0.8669285714285714,0.5143285714285715,coverage
active_round2_candidates-75ddb896c2759b08,75ddb896c2759b0829d50c4c00b3114dfaa0b81f5819fa4d50dada1d74278dc2,bandit,0.011856469787004017,0.018899278549177025,0.028994201207366767,0.2804285714285714,0.0018341689272051785,0.19914285714285715,-0.42656727572497655,-0.552144124745872,0.1255768490208955,0.7439285714285714,0.34061428571428576,coverage
active_round2_candidates-e31219e6092b6780,e31219e6092b678092988d9ebe332187ccf4dbab4df0b6a564fa35b541702ec8,bandit,0.011856469787004017,0.018899278549177025,0.028994201207366767,0.2804285714285714,0.0018535731896939592,0.20264285714285715,-0.15693905740151445,-0.13582259267735672,0.021116464724157735,0.30507142857142855,0.25424285714285716,coverage
active_round2_candidates-777b5eb3fe6f8626,777b5eb3fe6f8626d1af9274c946df27c18320de71268f0d59702803c9d4ae44,bandit,0.011890305219118814,0.018868944900589713,0.028983323762389858,0.2802857142857143,0.006498280166555133,0.8365,0.8457169349366938,0.7997826967339635,0.04593423820273024,0.43407142857142855,0.5335285714285715,coverage
active_round2_candidates-5d525ef7538ba58e,5d525ef7538ba58e39c52ce6068fc0cfee02147fba1f5223fd8cc5a21b9f366b,bandit,0.011905937574587489,0.01891507550578519,0.028917573438700918,0.2800357142857143,0.004400258715548924,0.6344285714285715,-0.597418428826276,-0.5446240444871177,0.052794384339158396,0.4625,0.45828571428571435,coverage
active_round2_candidates-bd7e50edf85895be,bd7e50edf85895be148f2de4dcea4dc39bf2779dad028f21426665e3b6d64102,bandit,0.011905937574587489,0.01891507550578519,0.028917573438700918,0.2800357142857143,0.002304866943559516,0.2837142857142857,0.5949142112226905,0.5807774846841968,0.014136726538493738,0.23014285714285715,0.27152857142857145,coverage
active_round2_candidates-b476291b1c669258,b476291b1c669258f21f4cc0f2f0d8e141395ff032db9d3de139e22c6633453d,bandit,0.011867339310204797,0.018873980661992033,0.028996695631744184,0.2799285714285714,0.005460562635904665,0.7570714285714286,0.8302272207634753,0.8495130533242498,0.01928583256077443,0.2885,0.47250000000000003,coverage
active_round2_candidates-1202323336f461f4,1202323336f461f43d23feb041cde96ef3e267648c0020b97bc5553372991634,bandit,0.01184386044604053,0.018826120841291163,0.029062470624325033,0.27975,0.005816438105890102,0.7863571428571429,-0.5829968630095999,-0.3743077067761086,0.20868915623349127,0.9157857142857143,0.6096,coverage
active_round2_candidates-d4040cf3d9e65378,d4040cf3d9e6537897f665e1b3f449efa18b49353ae365c2a83e6202a242d19a,bandit,0.01184386044604053,0.018826120841291163,0.029062470624325033,0.27975,0.006356490583146294,0.8258571428571428,0.5413437377986949,0.5750138140960207,0.03367007629732577,0.37985714285714284,0.5182142857142857,coverage
active_round2_candidates-bb5ef7c92fc9bab5,bb5ef7c92fc9bab57dce144447999a8c5c731e8e008471ca8ecbfbf01a114389,bandit,0.01184386044604053,0.018826120841291163,0.029062470624325033,0.27975,0.003636564944421635,0.5251428571428571,-0.48523654729731497,-0.25387897857731107,0.2313575687200039,0.9416428571428571,0.5102857142857142,coverage
active_round2_candidates-db246e7ad25d1970,db246e7ad25d1970c410d573b7254dda1a33e35d2025d3de208f1ea0cabb6971,bandit,0.01184386044604053,0.018826120841291163,0.029062470624325033,0.27975,0.002210445517275048,0.265,0.0687345993484672,0.0872370992530288,0.018502499904561598,0.28,0.27390000000000003,coverage
