method,split,dataset,n,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,mean_cfr,median_cfr,fraction_behavioral_effect_recovered,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
random_003,mech_task_holdout,fresh_signed_history,24,-0.16607469129745955,-0.017044542786963754,-0.006649491272435785,-0.005208333333333335,0.23379583273824667,0.20833333333333334,-2.651721013026632,4.878193322621627e-07,0.0,24,0.1,16,0.6666666666666666,2.8701525311980447e-07,-0.2120542491551265,0.1474376357035748
random_003,mech_task_holdout,original_pairs,18,0.007821739335790334,0.03168202582160877,0.006031185850440337,0.0035119931683205057,0.6974261129565403,0.2222222222222222,-9.813749894274142,1.963852125363985e-08,0.0,18,0.1,12,0.6666666666666666,1.963852125363985e-08,1.0402221195526806e-08,0.05968119915164474
random_004,mech_pair_test,fresh_signed_history,32,-0.11533029697592156,-0.17516241960809426,-0.03625038279689953,0.0,0.3906211330052927,0.15625,-0.10744900815258407,7.623898046205113e-08,0.0,32,0.1,32,1.0,7.623898046205113e-08,2.3741729360260422e-08,3.490854550425304e-07
random_004,mech_pair_test,original_pairs,24,0.000855862155622944,-0.21863958185662483,-0.08031879835556573,0.10246735023817015,1.1784155553302447,0.375,0.02000020200083481,1.318748477086018e-08,0.0,24,0.1,24,1.0,1.318748477086018e-08,-0.1717383030761399,0.18181163237958498
random_004,mech_pair_validation,original_pairs,22,0.003136622830202662,-0.051005010318004515,-0.015398528424607245,0.022812078877051712,1.1415975305573887,0.22727272727272727,0.005212758424327431,5.832357707902247e-09,0.0,22,0.1,22,1.0,5.832357707902247e-09,4.7226044186388094e-09,1.318748477086018e-08
random_004,mech_task_holdout,fresh_signed_history,24,-0.4176008412638934,-0.25928911791274256,-0.11157951506211818,0.02083333333333334,0.25778079711271773,0.20833333333333334,-1.272843504222146,2.8701525311980447e-07,0.0,24,0.1,16,0.6666666666666666,8.446052979227403e-08,-0.8533500151501259,5.084697708435115e-07
random_004,mech_task_holdout,original_pairs,18,0.022944287380750494,0.14874145917513965,0.028315341607325274,-0.009170301949393346,0.6920907021086576,0.2222222222222222,0.00016016737324105654,5.660879443991629e-05,0.0,18,0.1,12,0.6666666666666666,1.963852125363985e-08,-0.06780790667340278,0.2387247376910152
random_005,mech_pair_test,fresh_signed_history,32,-0.03389410031146656,0.029345067965237896,0.006252279342916491,-0.011718750000000002,0.376090197598218,0.21875,-0.07221021325989138,1.0813335737935859e-07,0.0,32,0.1,32,1.0,1.0813335737935859e-07,2.3741729360260422e-08,4.4965422718590276e-07
random_005,mech_pair_test,original_pairs,24,0.03943819916401847,-0.1544441788049451,-0.05041140331635717,0.08902482021738786,1.1554390741644625,0.4166666666666667,0.05561764236530845,1.318748477086018e-08,0.0,24,0.1,24,1.0,1.318748477086018e-08,5.4624399448144345e-09,0.18181163237958498
random_005,mech_pair_validation,original_pairs,22,0.045557441898223305,0.09416513257638741,0.029836869536686666,-0.004783259645416762,1.117043531746405,0.36363636363636365,0.042915339929231154,1.2929977144526816e-08,0.0,22,0.1,22,1.0,1.2929977144526816e-08,5.832357707902247e-09,0.175892765797108
random_005,mech_task_holdout,fresh_signed_history,24,-0.16731718611836577,-0.0007994901700302298,-0.0003263882850440523,0.0,0.2339203585395351,0.25,-2.659259698767035,2.8701525311980447e-07,0.0,24,0.1,16,0.6666666666666666,2.8701525311980447e-07,-0.2120542491551265,0.1474376357035748
random_005,mech_task_holdout,original_pairs,18,0.017255702311612775,0.2255293562459362,0.051519791186648546,-0.029320796504942667,0.6941025131596007,0.2777777777777778,-5.962161127301791,5.660879443991629e-05,0.0,18,0.1,12,0.6666666666666666,1.502037122458333e-08,-0.29868097736618865,0.23872473769101524
random_006,mech_pair_test,fresh_signed_history,32,0.05246277792249887,0.24074939389947758,0.07263004795854877,0.01562500000000001,0.3600411376010715,0.375,-0.0006644568615877811,3.1556253099473963e-07,0.0,32,0.1,32,1.0,3.1556253099473963e-07,2.3741729360260422e-08,0.5137945761322489
random_006,mech_pair_test,original_pairs,24,0.06131297144204151,-0.11609743777958138,-0.047482076643040404,0.10129261706938583,1.142206961038133,0.4166666666666667,0.07897279172289796,1.318748477086018e-08,0.0,24,0.1,24,1.0,1.318748477086018e-08,5.4624399448144345e-09,0.20298034974130583
random_006,mech_pair_validation,original_pairs,22,0.07160120895413757,0.3134004158991506,0.11300196476430159,-0.08593753945592304,1.1016978026139705,0.3181818181818182,0.05370078999802079,1.2672469518193452e-08,0.0,22,0.1,22,1.0,1.2672469518193452e-08,5.832357707902247e-09,0.1581361660496774
random_006,mech_task_holdout,fresh_signed_history,24,-0.39309880806324515,-0.21776700267986068,-0.09238414806394901,0.03645833333333335,0.2555433250924978,0.16666666666666666,-0.40789146927487324,1.65026622878095e-06,0.0,24,0.1,16,0.6666666666666666,2.8701525311980447e-07,-0.8482172447501625,0.1474376357035748
