target,layer,random_index,split,r2,pearson_r,mse
outcome_history,30,10,transfer,-0.3240472108928969,0.11485818421144524,2.3003849125696507
outcome_history,30,11,transfer,-0.26298234038398505,0.016741842579357014,2.194291485046028
outcome_history,30,12,transfer,-0.4542830818739825,-0.006903391041169937,2.5266552677469565
outcome_history,30,13,transfer,0.007321451833047665,0.24712044639061714,1.7246686798236228
outcome_history,30,14,transfer,-0.28084519036172484,-0.2263232697180758,2.2253262021212423
outcome_history,30,15,transfer,-0.48073393942837606,-0.37534898983284676,2.5726106937635427
outcome_history,30,16,transfer,-0.7481577033482403,-0.17106785465271773,3.037229769822762
outcome_history,30,17,transfer,-0.34563712572016625,-0.09138484510637913,2.337894990702606
outcome_history,30,18,transfer,-0.31387752147829096,-0.10304647300250479,2.282716207177263
outcome_history,30,19,transfer,-0.3498480976995302,-0.047037816555332596,2.3452110866309757
outcome_history,30,20,transfer,-0.1875090691609098,-0.11160567658302321,2.063165062214959
outcome_history,30,21,transfer,-0.2962217261601259,-0.2733834028610566,2.2520412245669865
outcome_history,30,22,transfer,-0.4507154401733384,0.15205468870233166,2.5204568866967207
outcome_history,30,23,transfer,-0.09566877528757756,-0.10021010148376859,1.9036027560871407
outcome_history,30,24,transfer,-0.36107726710422106,0.11148893989926979,2.3647205207861366
outcome_history,30,25,transfer,-0.3432234993437162,-0.3547148465304851,2.3337015830542325
outcome_history,30,26,transfer,-0.1076570627911162,0.17932926666786453,1.9244310735925947
outcome_history,30,27,transfer,-0.19841791386588925,-0.0002093543265854281,2.082117967796005
outcome_history,30,28,transfer,-0.3291427429421454,0.041307578858793666,2.3092378333349926
outcome_history,30,29,transfer,-0.32501170178287087,0.10391646193273976,2.302060608325326
outcome_history,30,30,transfer,-0.2936595057689866,-0.14263752808938812,2.2475896513285365
outcome_history,30,31,transfer,-0.31424040252591423,0.18951119385571757,2.2833466726773923
outcome_history,30,32,transfer,-0.1713828813883269,-0.10965921692434513,2.0351476027587374
outcome_history,30,33,transfer,-0.19015387544412587,-0.0005569133252515757,2.067760119264682
outcome_history,30,34,transfer,-0.15374924617608943,0.006227439647713529,2.004511120870276
outcome_history,30,35,transfer,-0.1687501715510702,0.0043941490422650335,2.0305735619398195
outcome_history,30,36,transfer,-0.3194582950759435,0.07134645106477462,2.2924121812172293
outcome_history,30,37,transfer,-0.10050396596077071,0.07742014561721938,1.9120033626384059
outcome_history,30,38,transfer,-0.4787100307697598,-0.07138499917219987,2.5690943773479367
outcome_history,30,39,transfer,-0.32338824664546406,-0.1845193895409528,2.299240035407986
outcome_history,30,40,transfer,-0.17303908387864397,-0.12665389212426426,2.038025070563165
outcome_history,30,41,transfer,-0.44182277692330874,0.02713676379343918,2.505006872373489
outcome_history,30,42,transfer,-0.23618666562544677,0.09936201804427365,2.147736977450263
outcome_history,30,43,transfer,-0.3923407040938358,0.006504661758485038,2.4190372688403716
outcome_history,30,44,transfer,-1.0471088739082712,-0.08884312748861603,3.5566242118740887
outcome_history,30,45,transfer,-0.40615872225046235,0.10674762034677332,2.443044540052159
outcome_history,30,46,transfer,-0.01893343505426026,0.07613170270822368,1.7702836285806662
outcome_history,30,47,transfer,-0.34017821108483504,0.026510340220435358,2.3284107330697887
outcome_history,30,48,transfer,-0.4833988398373863,0.015810950137255593,2.5772406621241526
outcome_history,30,49,transfer,-0.4764046670284121,-0.02931452339733846,2.5650890639988724
outcome_history,30,50,transfer,-0.29209432870772556,-0.028959701520476624,2.244870330093158
outcome_history,30,51,transfer,-0.2272637560556372,0.02190107618600612,2.1322344135071156
outcome_history,30,52,transfer,-0.5614317480618214,0.01574690098926788,2.712814169840973
outcome_history,30,53,transfer,-0.21104706679888352,-0.3238386592235817,2.1040597177778677
