target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2
action_history,6,transfer,-0.2586007099019645,0.6459185335091749,2.186678888931341,1.0,-0.2586007099019646
action_history,7,validation,0.5137815952526525,0.7296643210796839,0.4729575946158045,1.0,0.4491905824777551
action_history,7,test,0.553101036288664,0.761542632767974,0.5226872798328626,1.0,0.5553954622416625
action_history,7,transfer,-0.0427601685828749,0.8467859295706834,1.8116799306717914,1.0,-0.04276016858287494
action_history,8,validation,0.6770497858998235,0.8318681668362663,0.31414227629011165,1.0,0.659897140561493
action_history,8,test,0.6911051788026116,0.8390988184766103,0.3612794097916275,1.0,0.6742278322201498
action_history,8,transfer,-0.09131746476550551,0.8931177805324463,1.8960428375339808,1.0,-0.09131746476550566
action_history,9,validation,0.5041865275972691,0.7129548366741734,0.48229097252613706,1.0,0.5031787061112918
action_history,9,test,0.4506189764298759,0.6713523657020879,0.6425489788943495,1.0,0.4672263049622638
action_history,9,transfer,0.30731450496505386,0.749834580329194,1.203464082568215,1.0,0.30731450496505397
action_history,10,validation,0.24468156631793447,0.49972361854428937,0.7347183612863755,1.0,0.24419951846512775
action_history,10,test,0.2947336517557583,0.5776166873598494,0.8248704495979755,1.0,0.27744215273344264
action_history,10,transfer,0.2937375025351324,0.7153587514331705,1.2270526157343777,1.0,0.29373750253513253
action_history,11,validation,0.07971790259779565,0.2861065329425251,0.8951829114356629,1.0,0.09141430727825506
action_history,11,test,0.12979111469427929,0.4066677607815923,1.0177851194137755,1.0,0.11395520989210875
action_history,11,transfer,0.14657212619043503,0.5064773889762787,1.482736105424807,1.0,0.14657212619043503
action_history,12,validation,0.08097815252616547,0.28764387154349075,0.8939570327586798,1.0,0.09369471779169969
action_history,12,test,0.12285678143869172,0.3790697181151157,1.0258954263984181,1.0,0.10533771485922394
action_history,12,transfer,0.12047374703260139,0.4007534895494215,1.5280791393916364,1.0,0.1204737470326012
action_history,13,validation,0.10462677054809888,0.3245617459289921,0.8709533920358372,1.0,0.10504359543914016
