target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy
action_history,21,foraging,False,0.1734436520033199,0.47795970310884894,0.9203157713427326,1.0
action_history,21,solvability,False,0.0534317535411174,0.26991391662538106,1.7051876662144847,1.0
action_history,22,bandit,False,0.21058439509709626,0.4945450227677128,0.9377862185059289,1.0
action_history,22,debugging,False,0.20825242470058714,0.5281568153736199,0.586500151104328,1.0
action_history,22,foraging,False,0.14929675806048603,0.4763000149720237,0.947201739103299,1.0
action_history,22,solvability,False,0.02570642208069418,0.21670544528159044,1.7551332389979424,1.0
action_history,23,bandit,False,0.23568470216423976,0.4936534877685158,0.907968310294285,1.0
action_history,23,debugging,False,0.2730461869165447,0.5481549351641832,0.5385030968463391,1.0
action_history,23,foraging,False,0.18225194539148803,0.49173679537003545,0.9105083198079491,1.0
action_history,23,solvability,False,0.08557063717932423,0.3282759735287339,1.647291335769437,1.0
action_history,24,bandit,False,0.21565453851813976,0.4776372297183943,0.9317631419457844,1.0
action_history,24,debugging,False,0.2523183084716413,0.5242557363135335,0.5538576166696687,1.0
action_history,24,foraging,False,0.16218048880380487,0.4764296207954744,0.932856557887829,1.0
action_history,24,solvability,False,0.08442506534173777,0.3352827996488525,1.6493550168357762,1.0
action_history,25,bandit,False,0.23041266887116063,0.49396169675592866,0.9142312219152963,1.0
action_history,25,debugging,False,0.2663107320406225,0.5318972926800953,0.5434924967835487,1.0
action_history,25,foraging,False,0.1744122862250007,0.48707088146688227,0.9192372612653061,1.0
action_history,25,solvability,False,0.10476362798096517,0.374997202314899,1.6127162786458114,1.0
action_history,26,bandit,False,0.24472738222007773,0.5986870314977399,0.8972260590871197,1.0
action_history,26,debugging,False,0.1799472440525538,0.4688050677070263,0.6074676832383277,1.0
action_history,26,foraging,False,0.18713948001499092,0.5457022089112532,0.9050663735838406,1.0
action_history,26,solvability,False,0.06343115300761604,0.35175289975496077,1.6871743294016215,1.0
action_history,27,bandit,False,0.44636877046304946,0.6910815757805747,0.6576861845264683,1.0
action_history,27,debugging,False,0.4390207971037158,0.6632772722973348,0.4155546509133719,1.0
action_history,27,foraging,False,0.33373218114813885,0.6304261257391676,0.7418451060398286,1.0
action_history,27,solvability,False,0.2380386688133984,0.6297147534576041,1.3726290406765744,1.0
action_history,28,bandit,False,0.4419425954637035,0.6916702115362299,0.6629442588403054,1.0
action_history,28,debugging,False,0.44079744756724915,0.6661273253278795,0.41423856760875577,1.0
action_history,28,foraging,False,0.3313841993609612,0.6339232591811194,0.7444594283117492,1.0
action_history,28,solvability,False,0.23062261642426785,0.6404219689554919,1.3859886279152691,1.0
action_history,29,bandit,False,0.4577518801482501,0.7033029839315538,0.6441636200873786,1.0
action_history,29,debugging,False,0.4605684047059564,0.6810385330045424,0.3995929031178428,1.0
action_history,29,foraging,False,0.34635353144032677,0.6473872502545943,0.7277920680857987,1.0
action_history,29,solvability,False,0.23725704878236142,0.663177292994538,1.3740370837221514,1.0
action_history,30,bandit,False,0.511332017662004,0.758867877422809,0.5805130990766733,1.0
action_history,30,debugging,False,0.5053428921525044,0.7277957138405351,0.3664254587551765,1.0
action_history,30,foraging,False,0.3817698363533032,0.7011995224986478,0.6883583573011756,1.0
action_history,30,solvability,False,0.2708869654883812,0.7571800573751957,1.3134547438882782,1.0
action_history,31,bandit,False,0.37979990414201037,0.6517838346861661,0.7367666651119926,1.0
action_history,31,debugging,False,0.3568382866902128,0.6137605464881687,0.47643270886943806,1.0
action_history,31,foraging,False,0.2639184755477798,0.5616842246493946,0.819578045210416,1.0
action_history,31,solvability,False,0.09493927956469883,0.6609601481912596,1.6304142711684655,1.0
contextual_outcome_history,0,bandit,False,-1.2788745364289067,0.6120602927539698,5.754960766766781,1.0
contextual_outcome_history,0,debugging,False,0.03498946153895899,0.2899113181639812,2.636637504530034,1.0
contextual_outcome_history,0,foraging,False,0.01546733748578022,0.4719137490049244,2.95437107800926,1.0
contextual_outcome_history,0,solvability,False,-0.23387792637765425,-0.03495303654024061,2.2227593515254,
contextual_outcome_history,1,bandit,False,0.0036735794000111177,0.38935347593527153,2.5160750931164704,1.0
