layer,target_variable,theory,pair_split,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
1,contextual_outcome_history,dual_history,mech_pair_test,,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
1,contextual_outcome_history,dual_history,mech_pair_train,,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,18,0.1,0,0.0,,,
1,contextual_outcome_history,dual_history,mech_pair_validation,,,0.0,0.006944444444444445,0.09771699499632146,0.3888888888888889,18,0.1,0,0.0,,,
1,contextual_outcome_history,dual_history,mech_task_holdout,0.04970447087729668,-0.00477734670818199,-0.0009202938224382238,0.02830153277116873,0.682547206633878,0.2222222222222222,18,0.1,12,0.6666666666666666,1.963852125363985e-08,1.0402221195526806e-08,0.05968119915164474
1,contextual_outcome_history,latent_context,mech_pair_test,-0.051427455168831404,0.061391056847066874,0.01361037551755679,-0.042269602284315505,1.11794273641839,0.0,18,0.1,18,1.0,8.418975794288741e-09,5.13954068193101e-09,1.209999428430919e-08
1,contextual_outcome_history,latent_context,mech_pair_train,-0.02800769298782102,-0.12900180494581462,-0.022607912328578172,0.010480978801355161,1.116306663338995,0.0,18,0.1,18,1.0,1.1698410906646473e-08,5.13954068193101e-09,1.1960954338086083e-08
1,contextual_outcome_history,latent_context,mech_pair_validation,0.014309408565851722,0.2658820260316713,0.11327636707203344,-0.11452239102218834,1.0885663770245522,0.3333333333333333,18,0.1,18,1.0,1.1829682622366278e-08,-0.14044275044693635,0.17119594782330283
1,contextual_outcome_history,latent_context,mech_task_holdout,0.05248125897349587,0.004169528003883089,0.0012445525343165946,0.02676303952484368,0.8339931639219917,0.2222222222222222,18,0.1,18,1.0,2.992019371150789e-08,1.2307144525713909e-08,4.7533242897301875e-08
1,contextual_outcome_history,outcome_history,mech_pair_test,,,0.0,-0.02777777777777777,0.05892556509887896,0.7777777777777778,18,0.1,0,0.0,,,
1,contextual_outcome_history,outcome_history,mech_pair_train,,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,18,0.1,0,0.0,,,
1,contextual_outcome_history,outcome_history,mech_pair_validation,,,0.0,0.006944444444444445,0.09771699499632146,0.3888888888888889,18,0.1,0,0.0,,,
1,contextual_outcome_history,outcome_history,mech_task_holdout,0.05015138936996011,-0.00023674006344750814,-4.547849574975179e-05,0.027804203730754602,0.6925199730223475,0.2222222222222222,18,0.1,12,0.6666666666666666,1.9274847495864833e-08,1.0047554455105967e-08,0.05872362199044048
1,outcome_history,dual_history,mech_pair_test,0.00034548761580111,0.12696930107600982,0.028712869096263027,-0.032906857195616375,1.1787164911456134,0.125,24,0.1,24,1.0,1.2672469518193452e-08,5.832357707902247e-09,1.318748477086018e-08
1,outcome_history,dual_history,mech_pair_train,0.008885327509201346,0.14854244829970426,0.04104558253163938,-0.041832633501128175,1.1736709277282578,0.16666666666666666,24,0.1,24,1.0,1.2672469518193452e-08,5.4624399448144345e-09,1.318748477086018e-08
1,outcome_history,dual_history,mech_pair_validation,0.023021635782374372,-0.07901318502557647,-0.020465239709532596,0.03981223340560271,1.1301541214133908,0.22727272727272727,22,0.1,22,1.0,1.2929977144526816e-08,5.832357707902247e-09,1.318748477086018e-08
1,outcome_history,dual_history,mech_task_holdout,-0.022902808373362893,-0.10225329865100453,-0.01809355755132121,0.010297353828371934,0.7081422981766669,0.16666666666666666,18,0.1,12,0.6666666666666666,1.502037122458333e-08,-0.06780790667340278,1.963852125363985e-08
