artifact_id,comparison,metric,estimate,ci_lower,ci_upper,bootstrap_valid,bootstrap_samples,confidence,resampling_unit,stratified_by
das_002_outcome_history_outcome_history_L30_r2,shuffled_source,sign_accuracy,0.8333333333333334,0.6666666666666666,1.0,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,global_cfr,0.9667386365148123,0.9348422383661981,0.9873404165428427,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,correlation,0.8764929935909965,0.8227293228533211,0.9420619575896005,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,slope,1.2983131345595669,0.935105943135321,1.6656328824067934,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,intercept,-0.3011604987042274,-0.6847313428111766,0.10367549389426137,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,rmse,0.21422128273086624,0.13168032929503132,0.29799064574013645,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,shuffled_target,sign_accuracy,1.0,1.0,1.0,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,global_cfr,0.2391085368370499,-0.0713491896097006,0.5361154745053314,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,correlation,0.7219172016934652,0.5724034678245389,0.8624311673571335,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,slope,2.2776297689034375,1.457262114952777,3.174707784316384,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,intercept,-0.7013773666578362,-1.7348720651700786,0.2906595307851675,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,rmse,1.0245990458473264,0.8028144781504953,1.218898779409774,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_000_contextual_outcome_history_latent_context_L30_r8,sign_accuracy,1.0,1.0,1.0,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,global_cfr,0.9675530988747773,0.9410965488928936,0.9867720872943218,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,correlation,0.8572010746167292,0.7981161269144607,0.9338451878711024,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,slope,1.1956092679842996,0.8203576272796104,1.5788790145131635,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,intercept,-0.16297776081855672,-0.5748387389646537,0.2501366860639501,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,rmse,0.2115822367675721,0.13531489916889103,0.28362217906047865,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,unrelated_DAS:das_001_outcome_history_dual_history_L28_r2,sign_accuracy,1.0,1.0,1.0,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,global_cfr,0.9667386365148124,0.9337887249186148,0.9869941443407934,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,correlation,0.8764929935909971,0.8246162328658593,0.943619628257561,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,slope,1.2983131345595678,0.9326664301831202,1.678252034426484,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,intercept,-0.30116049870422834,-0.7062420272974438,0.10019475106131227,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,rmse,0.21422128273086596,0.134114876262046,0.3007768117133282,2000,2000,0.95,contrast_id,task_family
das_002_outcome_history_outcome_history_L30_r2,candidate,sign_accuracy,1.0,1.0,1.0,2000,2000,0.95,contrast_id,task_family
