pair_split,method,median,max
mech_task_holdout,random_069,0.007798682583181881,0.04921750734575664
mech_task_holdout,random_070,0.0070175989221165705,0.10128750205680735
mech_task_holdout,random_071,0.010556127220661071,0.08950390875900596
mech_task_holdout,random_072,0.009508106301904618,0.05172264816974359
mech_task_holdout,random_073,0.009032418114070524,0.13854116985009804
mech_task_holdout,random_074,0.008260052850740926,0.06027805625883442
mech_task_holdout,random_075,0.00785140460826374,0.07596651794676297
mech_task_holdout,random_076,0.008509803926764174,0.0832808769058524
mech_task_holdout,random_077,0.00894872768529906,0.17010844543062825
mech_task_holdout,random_078,0.009592453122540492,0.05647828560038235
mech_task_holdout,random_079,0.007165178083053827,0.06620405327663993
mech_task_holdout,random_080,0.00832819833246048,0.1723240498980377
mech_task_holdout,random_081,0.008725431244038021,0.12782033073410845
mech_task_holdout,random_082,0.010132872517614057,0.08948837573314204
mech_task_holdout,random_083,0.010944193338043043,0.10222472796693205
mech_task_holdout,random_084,0.006257968207863495,0.04780728235276364
mech_task_holdout,random_085,0.006976065983772454,0.05237378079342743
mech_task_holdout,random_086,0.010687311108412029,0.14581216347517878
mech_task_holdout,random_087,0.008428873679595555,0.16511735688486875
mech_task_holdout,random_088,0.006920602771118618,0.05822656880812719
mech_task_holdout,random_089,0.011089083713283618,0.08877019732095646
mech_task_holdout,random_090,0.009267130201357023,0.047114356795832854
mech_task_holdout,random_091,0.011401797428674691,0.08837390875787744
mech_task_holdout,random_092,0.0070183576855600265,0.0989077413897422
mech_task_holdout,random_093,0.01058680071536187,0.09987576816493932
mech_task_holdout,random_094,0.007137033347594723,0.05880908337524708
mech_task_holdout,random_095,0.010480323863363021,0.09948792926144044
mech_task_holdout,random_096,0.007921431603358512,0.057760245523535814
mech_task_holdout,random_097,0.007397753905735713,0.08556981617585349
mech_task_holdout,random_098,0.007890323721666512,0.07012611016397144
mech_task_holdout,ridge_persistence_rank2,0.013872625873297744,0.11406912974537582
